"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43"
"","","Population","Population","Population","Population","Répartition par âge en %","Répartition par âge en %","Répartition par âge en %","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Ménage","Ménage","Surface","Surface","Surface","Surface","Surface","Surface","Surface","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Constructions et logements","Constructions et logements","Protection sociale","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)"
"","","2017","2010-2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2004/09","2004/09","1979/85-2004/09","2004/09","1979/85-2004/09","2004/09","2004/09","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2018","2016","2017","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"Code commune","Commune","Habitants","Variation en %","Densité de la population par km²","Etrangers en %","0-19 ans","20-64 ans","65 ans ou plus","Taux brut de nuptialité","Taux brut de divortialité","Taux brut de natalité","Taux brut de mortalité","Ménages privés","Taille moyenne des ménages en personnes","Surface totale en km²","Surfaces d'habitat et d'infrastructure en %","Variation en ha","Surface agricole en %","Variation en ha","Surface boisée en %","Surface improductive en %","Emplois total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Etablissements total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Taux de logements vacants","Nouveaux logements construits pour 1000 habitants","Taux d'aide sociale","PLR 3)","PDC","PS","UDC","PEV/PCS","PVL","PBD","PST/Sol.","PES","Petits partis de droite"
"3374","Lichtensteig","1871","-2.754677755","663.4751773","20.2565473","18.59967932","63.65579904","17.74452165","4.235044997","1.588141874","7.94070937","12.17575437","895","2.059217877","2.83","21.07142857","10","31.07142857","-13","45.35714286","2.5","736","8","268","460","156","X","27","125","4.263206673","1.046572475","3.093864709","17.670286278399999","15.8933859822","13.975461853100001","34.6777605415","0.86024538149999996","2.6512480609","3.7371315751999998","*","5.5986461712000004","0.8884501481"
"3375","Oberhelfenschwil","1267","-5.518269948","100.1581028","7.971586425","23.52012628","59.74743489","16.73243883","4.682013266","2.341006633","6.242684354","9.364026531","486","2.582304527","12.71","5.102040816","19","59.65463108","-12","34.144427","1.098901099","449","101","156","192","123","43","27","53","0.335008375","0","1.00308642","14.360533874","21.439432336500001","8.4642676128000005","35.394492312899999","2.9565805035000001","3.3113701638999999","3.8688967730999999","*","6.0145294813000003","1.8077377935000001"
"3378","Neckertal","4043","-2.10653753","82.51020408","9.027949542","22.01335642","59.9307445","18.05589908","5.212858384","2.234082165","9.929254065","10.42571677","1642","2.415347138","48.95","5.714285714","68","53.40816327","-65","39.81632653","1.06122449","1505","331","345","829","420","146","76","198","1.805225653","5.754315737","3.5874439460000001","15.017483589999999","13.7660266241","10.122078400099999","41.273541500500002","2.6869517208000002","3.8647935708999999","2.8709895097999998","*","4.4598490890000004","3.3310839826"
"3379","Wattwil","8713","3.911747168","170.2422821","24.36589005","20.24561001","58.62504304","21.12934695","4.612812086","1.845124834","9.917545984","8.187741452","3668","2.3304253","51.18","7.848496681","61","52.4014057","-53","37.5829754","2.167122218","4828","338","1563","2927","758","156","148","454","1.62677202","1.748048013","2.410196987","14.5594720645","13.122243726000001","14.1882673943","37.548780100899997","1.9131317618000001","3.9055807607999999","3.4772676798000002","*","6.9069450173","2.5508423490999999"
"3392","Kirchberg (SG)","9016","10.63934225","211.9417019","27.82830524","23.8797693","60.96938776","15.15084295","3.55693881","1.445006391","10.44850775","6.780414606","3568","2.484585202","42.56","10.41128085","126","57.60282021","-122","30.59929495","1.386603995","4950","386","2590","1974","681","166","149","366","5.293240557","8.564345278","2.506405258","11.1859701391","23.147239056099998","8.6738666756999994","41.828892575399998","1.0089040864000001","2.8540474658999999","3.4769949554999999","*","5.0546771845","1.4151741883"
"3393","Lütisburg","1565","12.26685796","110.9929078","13.54632588","24.15335463","62.49201278","13.35463259","5.795235029","3.219575016","14.16613007","7.726980039","584","2.650684932","14.05","6.232091691","23","56.01719198","-28","35.0286533","2.722063037","676","130","229","317","167","53","38","76","2.00286123","4.135079256","0.77871511999999998","17.824416198600002","20.632574637899999","6.7248004730000002","36.979012710600003","2.3499852201999998","2.9116169081000001","2.6012415016000001","*","4.3748152527000004","2.6899201892"
"3394","Mosnang","2884","0.10413051","57.09760443","4.438280166","26.69902913","57.2815534","16.01941748","4.156563907","2.424662279","10.39140977","7.273986838","1060","2.666981132","50.57","3.697844572","47","48.44769626","27","47.12280008","0.731659086","1115","342","264","509","306","146","46","114","0.985221675","11.77730193","0.79584775100000005","10.064334836900001","29.5792353768","4.9323374991","43.902980108000001","1.2940915476999999","2.0631516675000001","1.4567773423000001","*","3.6900096133","1.2275382681"
"3395","Bütschwil-Ganterschwil","4729","2.55909781","216.6284929","14.6119687","21.94967224","60.39331783","17.65700994","5.283736659","1.268096798","12.89231745","8.453978654","1906","2.451731375","21.85","11.14678899","35","65","-32","21.37614679","2.47706422","2267","234","788","1245","412","103","93","216","1.570915619","2.534854246","1.732150401","12.1128231914","23.6197440585","7.4118568817000003","42.627317837600003","1.1647949855999999","2.4392791852000002","3.0608513972","*","3.4525985897","2.6691042048"
"3401","Degersheim","4038","3.405889885","278.8674033","18.22684497","24.4675582","57.57800892","17.95443289","5.732801595","1.49551346","11.46560319","4.486540379","1632","2.427083333","14.45","11.08033241","27","51.73130194","-32","36.63434903","0.554016621","1768","119","855","794","270","42","66","162","1.026694045","5.25","2.132463623","13.539192398999999","15.3512046149","13.871733966700001","33.797081778100001","2.8571428570999999","3.8683406854000002","3.5222259925000001","*","6.4675941636000003","2.3617237868999998"
"3402","Flawil","10551","5.81686892","919.8779425","28.86930149","22.4433703","59.66259122","17.89403848","4.274316109","1.899696049","10.73328267","7.218844985","4467","2.335571972","11.48","25.50043516","55","49.69538729","-55","22.6283725","2.175805048","4501","103","1893","2505","617","34","142","441","3.758471966","5.883487654","3.4554973819999999","15.332097621300001","15.0509731233","15.492740191499999","33.104726598699997","1.6280506642000001","4.0809391412","4.2261353105000001","*","7.6984862527000004","1.1708371949"
"3405","Jonschwil","3801","6.381192275","345.8598726","12.41778479","25.15127598","60.19468561","14.65403841","4.743707998","1.581236","11.068652","6.588483331","1485","2.55016835","11.05","16.56108597","40","56.83257919","-39","24.52488688","2.081447964","1927","103","706","1118","256","41","67","148","1.164929491","6.105654367","0.50158394900000003","12.1697467488","21.0198494182","8.0835044489999994","39.445585215599998","1.5195071869000001","3.1211498973","6.2628336755999996","*","4.3805612594000003","1.8548939083"
"3407","Oberuzwil","6450","10.84378759","458.0965909","19.28682171","22.23255814","61.05426357","16.71317829","6.680649421","2.641186981","9.632564282","6.525285481","2562","2.491803279","14.09","13.44656759","36","58.95258316","-35","25.97310686","1.627742392","2187","152","651","1384","421","60","78","283","0.801393728","4.567648449","1.4012143859999999","16.279753158999998","15.708828344700001","12.4470005457","34.792829855999997","2.8924058603999998","4.0384534653999999","4.5632005373000002","*","5.8435833928000003","1.1040678393000001"
"3408","Uzwil","12849","1.532990913","886.7494824","28.38353179","21.99392949","60.99307339","17.01299712","5.610753945","1.168907072","10.52016365","6.779661017","5246","2.415935951","14.5","28.97648686","64","51.31396957","-61","17.42738589","2.282157676","6786","90","3627","3069","649","33","127","489","1.935262888","2.347234176","2.1535580520000002","13.9328352256","14.6507484911","12.6512270999","38.900263234900002","1.709697147","4.0734930469000004","5.4003031189000001","*","5.3364886064999997","1.2975617537999999"
"3422","Niederbüren","1524","7.248416608","96.21212121","9.448818898","25.26246719","63.51706037","11.22047244","5.239030779","2.61951539","11.78781925","6.548788474","547","2.756855576","15.82","9.987357775","22","64.85461441","-27","23.32490518","1.83312263","645","196","278","171","148","67","27","54","1.954397394","7.24160632","1.241830065","13.1081854608","22.452776187800001","4.6794504865000004","45.749856897500003","1.4310246136","2.3039496278999998","2.3325701202000002","*","2.4470520893000001","3.4201488266000002"
"3423","Niederhelfenschwil","3117","7.150223445","190.4092853","6.544754572","26.49983959","59.12736606","14.37279435","4.526349822","0.646621403","12.28580666","4.203039121","1131","2.733863837","16.37","9.269490485","43","69.85880909","-44","20.13505218","0.736648251","951","201","294","456","249","76","50","123","2.369281046","7.646276596","0.29325513199999997","15.5650148582","17.275720825600001","6.658099751","43.442293791700003","1.9275560195999999","4.4735362620999997","4.8590474660999998","*","3.5900730864999999","0.57023532249999997"
"3424","Oberbüren","4321","4.599370612","243.7112239","11.5945383","22.95764869","61.74496644","15.29738486","6.452356262","1.843530361","12.90471252","5.761032377","1725","2.482898551","17.8","13.79504505","49","64.13288288","-45","19.81981982","2.252252252","2886","186","1035","1665","352","69","97","186","1.012253596","4.213483146","0.71133547500000005","11.5370114365","17.330652255899999","7.2263415860000002","50.458715596300003","1.0305391478999999","2.8905366344000001","3.8645218046999998","*","3.3681035565999999","0.84202588919999999"
"3426","Zuzwil (SG)","4790","4.448320977","534.0022297","11.73277662","21.67014614","61.58663883","16.74321503","3.95586092","2.29023527","6.662502603","6.037892984","1957","2.419008687","8.97","19.97767857","43","54.6875","-45","23.77232143","1.5625","1904","63","735","1106","357","23","86","248","0.48146365","0.831255195","0.33222591400000001","20.183800166200001","16.155839077100001","9.4344234247000003","37.811018233399999","1.7304590116","3.2409444199999999","3.5929021850999998","*","5.1718238255999998","1.0705382021000001"
"3427","Wil (SG)","23768","5.242649664","1141.594621","28.56782228","19.61881521","61.51969034","18.86149445","6.229087312","1.851890823","10.64837223","7.491740146","10684","2.182796705","20.82","30.08637236","111","50.09596929","-113","18.9059501","0.911708253","15120","144","3214","11762","1845","52","242","1551","2.930464978","6.844974015","4.4840217249999998","15.1439059679","15.5217562865","15.186952206699999","32.297832143599997","2.3914577129999999","4.4457198886000002","3.2356422858","*","9.2501584340999994","0.91353684639999999"
"3441","Andwil (SG)","1951","4.22008547","309.1917591","7.175807278","26.70425423","57.25269093","16.04305484","2.590673575","1.03626943","9.326424871","7.25388601","737","2.626865672","6.28","12","19","65.92","-22","20.48","1.6","611","87","328","196","121","27","35","59","0.375469337","7.372301211","0.83813514899999997","14.8219210937","24.139585082100002","8.0944957428999995","34.236719031100002","1.4630051565","8.4662429548000002","3.9693008754000001","*","2.5902386377000002","1.0073150258000001"
"3442","Gaiserwald","8368","3.39799827","662.5494854","14.54349904","21.58221797","58.6042065","19.81357553","5.117524546","1.90419518","11.30615888","5.950609938","3505","2.368330956","12.64","19.40063091","71","49.52681388","-63","29.96845426","1.104100946","2258","85","425","1748","442","32","71","339","1.730371901","0.238720458","1.9201137850000001","17.812041116","18.261380323099999","12.032305433199999","32.722466960399998","2.2173274595999999","4.7958883993999999","5.1189427312999998","*","4.5580029369000004","0.8487518355"
"3443","Gossau (SG)","18171","2.296909306","660.523446","20.09795829","19.29998349","61.40553629","19.29448022","4.968806934","1.821895876","11.42825595","8.28134489","7827","2.27980069","27.44","21.81354698","127","60.70648216","-137","16.20538966","1.274581209","12959","277","4138","8544","1244","92","228","924","2.521105586","6.88697584","1.3569648299999999","13.1374476722","21.6399213497","10.9856653558","37.128948369900002","1.1956108081000001","4.9172269441000003","4.2512368387999997","*","3.9991120132","1.0417988076"
"3444","Waldkirch","3498","4.730538922","111.6145501","8.404802744","26.81532304","58.29045169","14.89422527","3.996003996","1.141715427","10.84629656","4.56686171","1272","2.726415094","31.35","10.07355293","140","60.63319476","-131","28.62168212","0.671570195","1484","323","432","729","333","117","66","150","0.712250712","0.28417164","0.94043887199999998","12.3493766107","25.367416591200001","6.2478233614000001","43.247196489499999","1.3025005223999999","3.9144668106","2.8000278609999998","*","2.528383367","0.63383715259999995"
"3506","Vaz/Obervaz","2721","4.173047473","64.0084686","22.93274531","16.61153988","60.85997795","22.52848218","3.310649255","2.207099503","7.356998345","9.196247931","1302","2.070660522","42.5","7.033639144","35","40.39049635","-145","39.73182781","12.8440367","2646","71","362","2213","356","30","45","281","0.089015489","10.66961001","0.51546391800000002","15.5996645233","20.128599385000001","10.6234274532","30.668157674","*","8.7223930668000005","14.257757897699999","*","*","*"
"3513","Lantsch/Lenz","554","4.135338346","25.40119211","16.96750903","16.96750903","59.38628159","23.64620939","5.494505495","1.831501832","14.65201465","7.326007326","267","2.04494382","21.83","3.895508708","12","27.26856095","-17","34.60128323","34.23464711","148","27","14","107","56","8","9","39","1.219512195","34.22053232","X","18.486352357299999","27.047146401999999","6.6997518610000002","25.5583126551","*","4.5905707195999996","17.493796526099999","*","*","*"
"3514","Schmitten (GR)","246","-3.90625","21.67400881","16.66666667","13.00813008","57.31707317","29.67479675","8.146639511","0","8.146639511","24.43991853","122","1.975409836","11.32","1.855123675","5","25.795053","-7","57.59717314","14.75265018","65","5","43","17","14","X","X","10","0.735294118","0","X","6.2670299727999996","32.697547683899998","6.5395095367999998","34.604904632199997","*","6.2670299727999996","13.6239782016","*","*","*"
"3542","Albula/Alvra","1324","-2.86133529","14.09560311","15.03021148","16.5407855","60.42296073","23.03625378","1.506591337","1.506591337","6.779661017","15.06591337","592","2.216216216","93.97","2.798467759","58","28.05916152","-137","46.31836561","22.82400511","665","108","93","464","175","47","28","100","1.768607222","1.502629602","0.82644628099999995","7.8546882671000002","38.684339715299998","12.076583210600001","24.594992636200001","*","5.6946489936000004","10.9965635739","*","*","*"
"3543","Surses","2343","-3.81773399","7.236618587","16.00512164","14.68203158","58.30132309","27.01664533","4.681847202","1.702489892","6.384337093","7.661204512","1138","2.029876977","323.75","1.059426736","63","41.68828762","-451","18.26352854","38.9887571","1344","186","321","837","317","72","58","187","2.005668193","2.532714225","0.72156196900000003","16.581248115800001","29.966837503800001","13.144407597200001","19.3849864335","*","7.3258968947999996","13.355441664200001","*","*","*"
"3544","Bergün Filisur","914","-3.58649789","4.806984327","18.27133479","17.61487965","59.95623632","22.42888403","2.133333333","0","5.333333333","11.73333333","417","2.163069544","190.22","0.977815161","23","19.82441384","-415","27.54179371","51.65597729","555","111","102","342","112","20","21","71","3.574468085","5.25210084","0.83246618100000003","18.7823834197","7.3186528497000003","22.797927461099999","22.668393782399999","*","13.9248704663","13.989637305700001","*","*","*"
"3551","Brusio","1135","1.06856634","24.51403888","13.56828194","15.24229075","56.56387665","28.1938326","2.658396101","2.658396101","6.202924236","15.95037661","479","2.33611691","46.25","2.464864865","26","15.30810811","-187","55.63243243","26.59459459","815","145","384","286","130","25","31","74","0.605326877","2.712477396","0.53475935799999996","6.4910025707000001","16.838046272500002","14.2673521851","55.591259640099999","*","1.9922879176999999","4.8200514138999999","*","*","*"
"3561","Poschiavo","3516","0.285225328","18.40741322","8.162684869","19.16951081","55.88737201","24.94311718","3.120567376","0.283687943","7.943262411","13.33333333","1476","2.314363144","190.97","1.770096884","56","18.95784237","-446","33.44854674","45.82351401","2117","209","670","1238","430","70","97","263","1.943597561","2.277255907","0.42444821700000002","6.9928966062000004","30.197316495700001","17.095501183900002","37.584846093099998","*","3.3938437253","4.6250986581999998","*","*","*"
